	gene	group	pval
22844	RPS29	AECOPD	0.9643554838250965
22845	RPS29	StableCOPD	0.49442943529144245
22846	RPS2P32	AECOPD	0.7472860419338678
22847	RPS2P32	StableCOPD	0.06727170845225383
22848	RPS3	AECOPD	0.9973324285501949
22849	RPS3	StableCOPD	0.7770739027454197
22850	RPS3A	AECOPD	0.9516659050609062
22851	RPS3A	StableCOPD	0.3090205580481127
22852	RPS4X	AECOPD	0.9870676318043311
22853	RPS4X	StableCOPD	0.9911214863004985
22854	RPS4Y1	AECOPD	0.8086875129536322
22855	RPS4Y1	StableCOPD	0.8051962608588905
22856	RPS5	AECOPD	0.9579930114401808
22857	RPS5	StableCOPD	0.3776016363380196
22858	RPS6	AECOPD	0.9733913085903558
22859	RPS6	StableCOPD	0.4581178430652093
22860	RPS6KA1	AECOPD	0.5449487798415142
22861	RPS6KA1	StableCOPD	0.9009190435239769
22862	RPS6KA2	AECOPD	0.02906579056460079
22863	RPS6KA2	StableCOPD	0.5887014446430614
22864	RPS6KA2-AS1	StableCOPD	0.3696646758937292
22865	RPS6KA3	AECOPD	0.6757637489693704
22866	RPS6KA3	StableCOPD	0.6613419258107323
22867	RPS6KA4	AECOPD	0.00045667513688119055
22868	RPS6KA4	StableCOPD	0.0169577680882248
22869	RPS6KA5	AECOPD	0.018467414566955
22870	RPS6KA5	StableCOPD	0.026229264739457303
22871	RPS6KB1	AECOPD	0.9669085496010813
22872	RPS6KB1	StableCOPD	0.7800838701003628
22873	RPS6KB2	AECOPD	0.6064692254734524
22874	RPS6KB2	StableCOPD	0.3025275514991389
22875	RPS6KC1	AECOPD	0.06754015444081563
22876	RPS6KC1	StableCOPD	0.07114608679772594
22877	RPS6KL1	AECOPD	0.8866612095397294
22878	RPS6KL1	StableCOPD	0.9090771131169278
22879	RPS7	AECOPD	0.9466146729144214
22880	RPS7	StableCOPD	0.39703091742434826
22881	RPS8	AECOPD	0.5965631483829644
22882	RPS8	StableCOPD	0.21011295967999855
22883	RPS9	AECOPD	0.2242660190667447
22884	RPS9	StableCOPD	0.001618568051694691
22885	RPSA	AECOPD	0.998619355781914
22886	RPSA	StableCOPD	0.694081869848572
22887	RPSAP58	AECOPD	0.8695458352184351
22888	RPSAP58	StableCOPD	0.778257732672748
22889	RPSAP9	AECOPD	0.7010068381538259
22890	RPSAP9	StableCOPD	0.7241273781609356
22891	RPTOR	AECOPD	0.5555570318191383
22892	RPTOR	StableCOPD	0.9495189979521665
22893	RPUSD1	AECOPD	0.9565359328007381
22894	RPUSD1	StableCOPD	0.09051656959703802
22895	RPUSD2	AECOPD	0.021535304127996757
22896	RPUSD2	StableCOPD	0.15461433719517226
22897	RPUSD3	AECOPD	0.683788291168271
22898	RPUSD3	StableCOPD	0.46289067121002325
22899	RPUSD4	AECOPD	0.2630803557431901
22900	RPUSD4	StableCOPD	0.8189209302823094
22901	RQCD1	AECOPD	0.13176992814278254
22902	RQCD1	StableCOPD	0.3768806925605688
22903	RRAD	AECOPD	0.9116667467059505
22904	RRAD	StableCOPD	0.6698291066973818
22905	RRAGA	AECOPD	0.895570876967012
22906	RRAGA	StableCOPD	0.8999089179876466
22907	RRAGB	AECOPD	0.1809071233806041
22908	RRAGB	StableCOPD	0.09811846117175937
22909	RRAGC	AECOPD	0.0051577541109583125
22910	RRAGC	StableCOPD	0.38814968527167804
22911	RRAGD	AECOPD	0.001142529902147138
22912	RRAGD	StableCOPD	0.14754306379761772
22913	RRAS	AECOPD	0.08891880218926829
22914	RRAS	StableCOPD	0.25924093330956044
22915	RRAS2	AECOPD	0.00026295282934585273
22916	RRAS2	StableCOPD	0.16479012001500215
22917	RRBP1	AECOPD	0.8509483782372815
22918	RRBP1	StableCOPD	0.3771962158222787
22919	RREB1	AECOPD	0.0041570753791903
22920	RREB1	StableCOPD	0.007487645655218422
22921	RRM1	AECOPD	0.668908751455027
22922	RRM1	StableCOPD	0.324348721168636
22923	RRM2	AECOPD	0.022341001131729987
22924	RRM2	StableCOPD	0.027336295931881582
22925	RRM2B	AECOPD	0.011112404018062572
22926	RRM2B	StableCOPD	0.23659720734358436
22927	RRN3	AECOPD	0.8183825200587092
22928	RRN3	StableCOPD	0.11445473740888656
22929	RRN3P1	AECOPD	0.7935985768093878
22930	RRN3P1	StableCOPD	0.6667180135342152
22931	RRN3P2	AECOPD	0.7886195570986327
22932	RRN3P2	StableCOPD	0.6243433827185529
22933	RRN3P3	AECOPD	0.003957635723540465
22934	RRN3P3	StableCOPD	0.8757760726997957
22935	RRNAD1	AECOPD	0.22113517078533051
22936	RRNAD1	StableCOPD	0.7166976745751596
22937	RRP1	AECOPD	0.09536966092226384
22938	RRP1	StableCOPD	0.9658637621032181
22939	RRP12	AECOPD	0.041827177784659275
22940	RRP12	StableCOPD	0.3005128424428113
22941	RRP15	AECOPD	0.7852458938174581
22942	RRP15	StableCOPD	0.6637284945219015
22943	RRP1B	AECOPD	0.2641679216598414
22944	RRP1B	StableCOPD	0.9169769182325385
22945	RRP36	AECOPD	0.16235852392619976
22946	RRP36	StableCOPD	0.582647302975883
22947	RRP7A	AECOPD	0.9798233656244604
22948	RRP7A	StableCOPD	0.9451313315139198
22949	RRP7BP	AECOPD	0.15355990648774376
22950	RRP7BP	StableCOPD	0.5156395143583985
22951	RRP8	AECOPD	4.435379537881534e-05
22952	RRP8	StableCOPD	0.12463676512606792
22953	RRP9	AECOPD	0.8992009902427535
22954	RRP9	StableCOPD	0.7107648024967175
22955	RRS1	AECOPD	0.6729501164416565
22956	RRS1	StableCOPD	0.6320471583190137
22957	RSAD1	AECOPD	0.09804754814312933
22958	RSAD1	StableCOPD	0.46117302490394707
22959	RSAD2	AECOPD	0.16206270538144485
22960	RSAD2	StableCOPD	0.7451145978643828
22961	RSBN1	AECOPD	0.8475014579852114
22962	RSBN1	StableCOPD	0.5559616024522384
22963	RSBN1L	AECOPD	0.008283220996106233
22964	RSBN1L	StableCOPD	0.05509970129873942
22965	RSC1A1	AECOPD	0.7540418029023425
22966	RSC1A1	StableCOPD	0.8652672190494164
22967	RSF1	AECOPD	0.09357045240926065
22968	RSF1	StableCOPD	0.8747125810224581
22969	RSG1	AECOPD	0.0659883496743342
22970	RSG1	StableCOPD	0.6502371865349046
22971	RSL1D1	AECOPD	0.1721700341357525
22972	RSL1D1	StableCOPD	0.20178385778225638
22973	RSL24D1	AECOPD	0.07923188105142875
22974	RSL24D1	StableCOPD	0.013660598099600296
22975	RSPH1	AECOPD	0.07109938310215536
22976	RSPH3	AECOPD	0.0003450989144915262
22977	RSPH3	StableCOPD	0.09134985469260404
22978	RSPH4A	AECOPD	0.413346623555892
22979	RSPH4A	StableCOPD	0.5567983700242298
22980	RSPH9	AECOPD	0.26161127413593466
22981	RSPH9	StableCOPD	0.29260064947072384
22982	RSPRY1	AECOPD	0.6511288215791763
22983	RSPRY1	StableCOPD	0.9469113019122236
22984	RSRC1	AECOPD	0.9438216719240765
22985	RSRC1	StableCOPD	0.803775447694376
22986	RSRC2	AECOPD	0.5663837573154205
22987	RSRC2	StableCOPD	0.76882786077983
22988	RSRP1	AECOPD	0.8643766384405973
22989	RSRP1	StableCOPD	0.7719360693351554
22990	RSU1	AECOPD	0.5771828214708088
22991	RSU1	StableCOPD	0.5027934368346615
22992	RTCA	AECOPD	0.6202719333054358
22993	RTCA	StableCOPD	0.892859584922282
22994	RTCA-AS1	AECOPD	0.0028367473331896154
22995	RTCA-AS1	StableCOPD	0.22878603583155666
22996	RTCB	AECOPD	0.032468604474297
22997	RTCB	StableCOPD	0.034195479626757175
22998	RTEL1	AECOPD	0.8615242648396898
22999	RTEL1	StableCOPD	0.5557934060017797
23000	RTEL1-TNFRSF6B	AECOPD	0.5260909420082779
23001	RTEL1-TNFRSF6B	StableCOPD	0.821044287598448
23002	RTF1	AECOPD	0.7299109243524884
23003	RTF1	StableCOPD	0.04840229914092253
23004	RTFDC1	AECOPD	0.00474073793843055
23005	RTFDC1	StableCOPD	0.007238864331070682
23006	RTKN	AECOPD	0.5292977757252948
23007	RTKN	StableCOPD	0.0031468455667067463
23008	RTKN2	AECOPD	0.7507950333252269
23009	RTKN2	StableCOPD	0.8142410638718114
23010	RTN1	AECOPD	0.0002659586356974497
23011	RTN1	StableCOPD	0.025527124973971804
23012	RTN2	AECOPD	0.6901060294640602
23013	RTN2	StableCOPD	0.9613267546634662
23014	RTN3	AECOPD	0.0011292313640849372
23015	RTN3	StableCOPD	0.061440834839266434
23016	RTN4	AECOPD	0.012787316447844255
23017	RTN4	StableCOPD	0.38925810583312626
23018	RTN4IP1	AECOPD	0.11074638726404462
23019	RTN4IP1	StableCOPD	0.5159804227173046
23020	RTN4R	AECOPD	0.29424059464775687
23021	RTN4R	StableCOPD	0.05368369468082235
23022	RTN4RL1	AECOPD	0.9904660284823349
23023	RTN4RL1	StableCOPD	0.49566385105116695
23024	RTN4RL2	AECOPD	0.3636045866548603
23025	RTN4RL2	StableCOPD	0.29514461028603833
23026	RTP4	AECOPD	0.6932543249051547
23027	RTP4	StableCOPD	0.3873923536052798
23028	RTP5	AECOPD	0.035657812255652344
23029	RTP5	StableCOPD	0.6122964057879344
23030	RTTN	AECOPD	0.029568178784659893
23031	RTTN	StableCOPD	0.4536546661343006
23032	RUFY1	AECOPD	0.13457134028825135
23033	RUFY1	StableCOPD	0.8080225093397044
23034	RUFY2	AECOPD	0.0212960685221113
23035	RUFY2	StableCOPD	0.14554123140763997
23036	RUFY3	AECOPD	0.011890279674313997
23037	RUFY3	StableCOPD	0.323349306519343
23038	RUFY4	AECOPD	0.016231963445862974
23039	RUFY4	StableCOPD	0.552046682433816
23040	RUNDC1	AECOPD	0.22879901217308396
23041	RUNDC1	StableCOPD	0.6215764718593322
23042	RUNDC3A	AECOPD	0.7506643599703569
23043	RUNDC3A	StableCOPD	0.9160821538664484
23044	RUNDC3B	AECOPD	0.42973764579395635
23045	RUNDC3B	StableCOPD	0.7940428036116556
23046	RUNX1	AECOPD	0.07169163409121193
23047	RUNX1	StableCOPD	0.11012409630359032
23048	RUNX1-IT1	AECOPD	0.3815480691143248
23049	RUNX1-IT1	StableCOPD	0.7390742845167888
23050	RUNX2	AECOPD	0.03986015272502497
23051	RUNX2	StableCOPD	0.9830674124352903
23052	RUNX3	AECOPD	0.0029772305340053373
23053	RUNX3	StableCOPD	0.05977250841415782
23054	RUSC1	AECOPD	0.48011622782500185
23055	RUSC1	StableCOPD	0.693993991102368
23056	RUSC1-AS1	AECOPD	0.8624252949501012
23057	RUSC1-AS1	StableCOPD	0.004543197441524094
23058	RUSC2	AECOPD	0.00029561817118217704
23059	RUSC2	StableCOPD	0.014846467311344647
23060	RUVBL1	AECOPD	0.9320546168855972
23061	RUVBL1	StableCOPD	0.8372949148319038
23062	RUVBL1-AS1	AECOPD	0.5695747858672661
23063	RUVBL2	AECOPD	0.1918665247632566
23064	RUVBL2	StableCOPD	0.07221270553513459
23065	RWDD1	AECOPD	0.4011478579987625
23066	RWDD1	StableCOPD	0.5063654675323793
23067	RWDD2A	AECOPD	0.7287603219808794
23068	RWDD2A	StableCOPD	0.7009901556864144
23069	RWDD2B	AECOPD	0.7582730284613091
23070	RWDD2B	StableCOPD	0.29705492918328547
23071	RWDD3	AECOPD	0.8654824292959069
23072	RWDD3	StableCOPD	0.1716188248048005
23073	RWDD4	AECOPD	0.2790877716082122
23074	RWDD4	StableCOPD	0.017878889894711647
23075	RXFP2	AECOPD	0.263688237754961
23076	RXFP2	StableCOPD	0.7441793943927963
23077	RXFP4	AECOPD	0.5761045697271232
23078	RXFP4	StableCOPD	0.9443820552031098
23079	RXRA	AECOPD	0.00038950176050012164
23080	RXRA	StableCOPD	0.016499182058621553
23081	RXRB	AECOPD	0.939449707879147
23082	RXRB	StableCOPD	0.653569071557263
23083	RYBP	AECOPD	0.4560157091844289
23084	RYBP	StableCOPD	0.032019505490577305
23085	RYK	AECOPD	0.18414826513209903
23086	RYK	StableCOPD	0.9237769845173396
23087	RYR1	AECOPD	0.8433757178275427
23088	RYR1	StableCOPD	0.654610730570987
23089	S100A1	AECOPD	0.9387899353289083
23090	S100A1	StableCOPD	0.522448641344839
23091	S100A10	AECOPD	0.04316929936863645
23092	S100A10	StableCOPD	0.009590629445137888
23093	S100A11	AECOPD	0.007166130435799167
23094	S100A11	StableCOPD	0.02473565179382564
23095	S100A12	AECOPD	0.0029774828102345774
23096	S100A12	StableCOPD	0.008653254842438507
23097	S100A13	AECOPD	0.6231206452070843
23098	S100A13	StableCOPD	0.2306066124639573
23099	S100A2	AECOPD	0.7897097549436465
23100	S100A3	StableCOPD	0.12880524316062847
23101	S100A4	AECOPD	0.00014233953206521655
23102	S100A4	StableCOPD	0.004721643496623296
23103	S100A5	AECOPD	0.9313453937584258
23104	S100A5	StableCOPD	0.7820844023116782
23105	S100A6	AECOPD	0.0003390194570112026
23106	S100A6	StableCOPD	0.005133561845893864
23107	S100A8	AECOPD	0.000522222190692867
23108	S100A8	StableCOPD	0.02489918900836874
23109	S100A9	AECOPD	0.0008871986977103674
23110	S100A9	StableCOPD	0.016501460849983163
23111	S100B	AECOPD	0.5651601525528294
23112	S100B	StableCOPD	0.31625979192927345
23113	S100P	AECOPD	0.859131708707725
23114	S100P	StableCOPD	0.8991206775902151
23115	S100PBP	AECOPD	0.05739501953516313
23116	S100PBP	StableCOPD	0.11304423420189968
23117	S100Z	AECOPD	0.018184941614233896
23118	S100Z	StableCOPD	0.21247065529156117
23119	S1PR1	AECOPD	0.8225917109531626
23120	S1PR1	StableCOPD	0.6523636319132955
23121	S1PR2	AECOPD	0.07199564696423033
23122	S1PR2	StableCOPD	0.8833635151407001
23123	S1PR3	AECOPD	0.0003738161019122277
23124	S1PR3	StableCOPD	0.027307809628981383
23125	S1PR4	AECOPD	0.624929729147065
23126	S1PR4	StableCOPD	0.7583291124287825
23127	S1PR5	AECOPD	0.024835809520637575
23128	S1PR5	StableCOPD	0.012664788230173918
23129	SAAL1	AECOPD	0.730640268807704
23130	SAAL1	StableCOPD	0.7669590229058472
23131	SAC3D1	AECOPD	0.6023413116889738
23132	SAC3D1	StableCOPD	0.07709398951682456
23133	SACM1L	AECOPD	0.6199268588975442
23134	SACM1L	StableCOPD	0.07669019966440338
23135	SACS	AECOPD	0.4744296743870059
23136	SACS	StableCOPD	0.33730249073708185
23137	SAE1	AECOPD	0.003690326909062458
23138	SAE1	StableCOPD	0.5658457993058231
23139	SAFB	AECOPD	0.01123078190881266
23140	SAFB	StableCOPD	0.13340761080929986
23141	SAFB2	AECOPD	0.04832823882748738
23142	SAFB2	StableCOPD	0.66121349961943
23143	SALL2	AECOPD	0.38424631368710294
23144	SALL2	StableCOPD	0.9828725039904073
23145	SAMD1	AECOPD	0.08944697829763137
23146	SAMD1	StableCOPD	0.15422894933053066
23147	SAMD10	AECOPD	0.016920700446934278
23148	SAMD10	StableCOPD	0.7376127740084515
23149	SAMD12	AECOPD	0.4303023459697174
23150	SAMD12	StableCOPD	0.9875704381033351
23151	SAMD13	AECOPD	0.44139148628732405
23152	SAMD13	StableCOPD	0.478906045069337
23153	SAMD14	AECOPD	0.2868320618403626
23154	SAMD14	StableCOPD	0.5139374223233961
23155	SAMD15	AECOPD	0.5120053452695632
23156	SAMD15	StableCOPD	0.6226044515792686
23157	SAMD3	AECOPD	0.0015183062193793173
23158	SAMD3	StableCOPD	0.051213226300821924
23159	SAMD4A	AECOPD	0.01060853570291187
23160	SAMD4A	StableCOPD	0.12120175303524461
23161	SAMD4B	AECOPD	0.06019760122268525
23162	SAMD4B	StableCOPD	0.006260108751160454
23163	SAMD8	AECOPD	0.04714036932888932
23164	SAMD8	StableCOPD	0.31405134970080917
23165	SAMD9	AECOPD	0.24023509066974635
23166	SAMD9	StableCOPD	0.1084837273700826
23167	SAMD9L	AECOPD	0.8261168762767442
23168	SAMD9L	StableCOPD	0.7529791271808368
23169	SAMHD1	AECOPD	0.00022738766841301494
23170	SAMHD1	StableCOPD	0.015286716527323385
23171	SAMM50	AECOPD	0.4046021502736763
23172	SAMM50	StableCOPD	0.9342869642336423
23173	SAMSN1	AECOPD	0.24081064868737878
23174	SAMSN1	StableCOPD	0.0232735091102243
23175	SAP130	AECOPD	0.9921758705075024
23176	SAP130	StableCOPD	0.4519074292384955
23177	SAP18	AECOPD	0.05730433772128052
23178	SAP18	StableCOPD	0.001132532041227985
23179	SAP25	AECOPD	0.17386771421022396
23180	SAP25	StableCOPD	0.815866863131964
23181	SAP30	AECOPD	3.049805020016727e-05
23182	SAP30	StableCOPD	0.0003989720270176633
23183	SAP30BP	AECOPD	0.5527483384919172
23184	SAP30BP	StableCOPD	0.6606336070509181
23185	SAP30L	AECOPD	0.38564645882920945
23186	SAP30L	StableCOPD	0.824636376522965
23187	SAP30L-AS1	AECOPD	0.08509905211133328
23188	SAP30L-AS1	StableCOPD	0.6137857238973141
23189	SAPCD1	AECOPD	0.6416550636670834
23190	SAPCD1	StableCOPD	0.807633672372718
23191	SAPCD1-AS1	AECOPD	0.14010966203215036
23192	SAPCD1-AS1	StableCOPD	0.6253019275014993
23193	SAPCD2	AECOPD	0.6133323864975304
23194	SAPCD2	StableCOPD	0.1018308476679769
23195	SAR1A	AECOPD	0.5317712402194207
23196	SAR1A	StableCOPD	0.3480519122768355
23197	SAR1B	AECOPD	0.6161771495581281
23198	SAR1B	StableCOPD	0.7883588927077427
23199	SARAF	AECOPD	0.7010840052093669
23200	SARAF	StableCOPD	0.9880950948470184
23201	SARDH	AECOPD	0.41092406108494284
23202	SARDH	StableCOPD	0.9464025705332774
23203	SARM1	AECOPD	0.02556126518509605
23204	SARM1	StableCOPD	0.39538353196560205
23205	SARNP	AECOPD	0.4402557872024384
23206	SARNP	StableCOPD	0.6847594018287959
23207	SARS	AECOPD	0.5402762756371684
23208	SARS	StableCOPD	0.7211934846887276
23209	SARS2	AECOPD	0.5041868730805551
23210	SARS2	StableCOPD	0.9290019736362312
23211	SART1	AECOPD	0.2460860035468957
23212	SART1	StableCOPD	0.03898580401488716
23213	SART3	AECOPD	0.1673460964326856
23214	SART3	StableCOPD	0.7336734117270254
23215	SASH1	AECOPD	0.04127510174897808
23216	SASH1	StableCOPD	0.09845420094995538
23217	SASH3	AECOPD	0.008138131231584467
23218	SASH3	StableCOPD	0.26650946816544463
23219	SASS6	AECOPD	0.19576987915751431
23220	SASS6	StableCOPD	0.11796541288475804
23221	SAT1	AECOPD	0.2692248926851548
23222	SAT1	StableCOPD	0.21579779466728333
23223	SAT2	AECOPD	0.007619908105869655
23224	SAT2	StableCOPD	0.0010525617614808302
23225	SATB1	AECOPD	0.04066865509367734
23226	SATB1	StableCOPD	0.9828523045440231
23227	SATB1-AS1	AECOPD	0.6243707867598528
23228	SATB1-AS1	StableCOPD	0.7184643562217856
23229	SATB2	AECOPD	0.22400412890272803
23230	SATB2	StableCOPD	0.8679523441406469
23231	SAV1	AECOPD	0.5915349286190199
23232	SAV1	StableCOPD	0.9764394343013132
23233	SAXO2	AECOPD	0.20648141683290155
23234	SAXO2	StableCOPD	0.9440265835858432
23235	SAYSD1	AECOPD	0.09700278720674615
23236	SAYSD1	StableCOPD	0.10787196949178912
23237	SBDS	AECOPD	0.09971917348866377
23238	SBDS	StableCOPD	0.01030059910626413
23239	SBDSP1	AECOPD	0.20177604481197298
23240	SBDSP1	StableCOPD	0.8317763563786349
23241	SBF1	AECOPD	0.004741233383939392
23242	SBF1	StableCOPD	0.3867844909987511
23243	SBF2	AECOPD	0.0016395512282890712
23244	SBF2	StableCOPD	0.12263113613463505
23245	SBF2-AS1	AECOPD	0.7113151667155817
23246	SBF2-AS1	StableCOPD	0.7425934622375936
23247	SBK1	AECOPD	0.10772399928940035
23248	SBK1	StableCOPD	0.1986497248957545
23249	SBNO1	AECOPD	0.08064906213217715
23250	SBNO1	StableCOPD	0.13851579274793302
23251	SBNO2	AECOPD	0.0004182464863180524
23252	SBNO2	StableCOPD	0.00020473905124651637
23253	SBSPON	AECOPD	0.3846125861441778
23254	SBSPON	StableCOPD	0.23998164112301335
23255	SC5D	AECOPD	0.20160304370950177
23256	SC5D	StableCOPD	0.3118823866085213
23257	SCAF1	AECOPD	0.8373958329434619
23258	SCAF1	StableCOPD	0.580332867300128
23259	SCAF11	AECOPD	0.8320793716486587
23260	SCAF11	StableCOPD	0.37276937992922954
23261	SCAF4	AECOPD	0.1434839782723577
23262	SCAF4	StableCOPD	0.7003386911561371
23263	SCAF8	AECOPD	0.35950455563098893
23264	SCAF8	StableCOPD	0.8760490810637843
23265	SCAI	AECOPD	0.622734313309447
23266	SCAI	StableCOPD	0.13215828069734648
23267	SCAMP1	AECOPD	0.05855669716201639
23268	SCAMP1	StableCOPD	0.94797584482341
23269	SCAMP1-AS1	AECOPD	0.024282583163735216
23270	SCAMP1-AS1	StableCOPD	0.4120948825575055
23271	SCAMP2	AECOPD	0.4637083583669446
23272	SCAMP2	StableCOPD	0.09824689860398939
23273	SCAMP3	AECOPD	0.7872813850702141
23274	SCAMP3	StableCOPD	0.8124272480411132
23275	SCAMP4	AECOPD	0.003496525418345109
23276	SCAMP4	StableCOPD	1.3318247377047676e-05
23277	SCAMP5	AECOPD	0.41753577454653423
23278	SCAMP5	StableCOPD	0.08367823468310964
23279	SCAND1	AECOPD	0.16212741705561817
23280	SCAND1	StableCOPD	0.0007985465777682332
23281	SCAND2P	AECOPD	0.1905986104908033
23282	SCAND2P	StableCOPD	0.9411777202301564
23283	SCAP	AECOPD	0.9749769615983612
23284	SCAP	StableCOPD	0.19320989614261042
23285	SCAPER	AECOPD	0.5056027541824681
23286	SCAPER	StableCOPD	0.5973425006955262
23287	SCARA5	AECOPD	0.7446221774220159
23288	SCARA5	StableCOPD	0.8319712399508385
23289	SCARB1	AECOPD	0.00043805471459656964
23290	SCARB1	StableCOPD	0.034690130802210284
23291	SCARB2	AECOPD	0.0005537253137060105
23292	SCARB2	StableCOPD	0.12140375597180753
23293	SCARF1	AECOPD	0.0002233864729720425
23294	SCARF1	StableCOPD	0.023592725588796548
23295	SCARF2	AECOPD	0.8498280787634626
23296	SCARF2	StableCOPD	0.5264794763964349
23297	SCARNA1	AECOPD	0.9257755031134056
23298	SCARNA1	StableCOPD	0.5089526339962175
23299	SCARNA10	AECOPD	0.09991205642974799
23300	SCARNA10	StableCOPD	0.6593407340905322
23301	SCARNA11	StableCOPD	0.5089526339962175
23302	SCARNA12	AECOPD	0.5339541118252042
23303	SCARNA12	StableCOPD	0.3313581311973416
23304	SCARNA13	AECOPD	0.3266575587140831
23305	SCARNA13	StableCOPD	0.5576163529501486
23306	SCARNA14	StableCOPD	0.7598959157723825
23307	SCARNA15	StableCOPD	0.5089526339962175
23308	SCARNA16	AECOPD	0.15315882236522416
23309	SCARNA16	StableCOPD	0.8955568003934307
23310	SCARNA17	AECOPD	0.03591338287299217
23311	SCARNA17	StableCOPD	0.3556964360119427
23312	SCARNA18	StableCOPD	0.5089526339962175
23313	SCARNA2	AECOPD	0.7004614750824019
23314	SCARNA2	StableCOPD	0.8325111753480976
23315	SCARNA20	AECOPD	0.5089526339962175
23316	SCARNA20	StableCOPD	0.5089526339962176
23317	SCARNA21	AECOPD	0.6450651256781347
23318	SCARNA22	AECOPD	0.7643985930149995
23319	SCARNA22	StableCOPD	0.772631155086588
23320	SCARNA3	AECOPD	0.5089526339962175
23321	SCARNA3	StableCOPD	0.5756147832173621
23322	SCARNA4	AECOPD	0.7995523794650424
23323	SCARNA4	StableCOPD	0.6859002403068902
23324	SCARNA5	AECOPD	0.2797336511747831
23325	SCARNA5	StableCOPD	0.29468346748193086
23326	SCARNA6	AECOPD	0.599492767928117
23327	SCARNA6	StableCOPD	0.6247080807040315
23328	SCARNA7	AECOPD	0.08496546008469741
23329	SCARNA7	StableCOPD	0.38132621250993215
23330	SCARNA8	AECOPD	0.5089526339962175
23331	SCARNA8	StableCOPD	0.5089526339962175
23332	SCARNA9	AECOPD	0.9332820826685447
23333	SCARNA9	StableCOPD	0.5378889186903271
23334	SCARNA9L	AECOPD	0.337498240972936
23335	SCARNA9L	StableCOPD	0.7149252515658022
23336	SCART1	AECOPD	0.04406015669996188
23337	SCART1	StableCOPD	0.2779752991048803
23338	SCCPDH	AECOPD	0.07187765174030736
23339	SCCPDH	StableCOPD	0.839968008640935
23340	SCD	AECOPD	0.23652410788751965
23341	SCD	StableCOPD	0.6090013159316154
23342	SCD5	AECOPD	0.0829282898803384
23343	SCD5	StableCOPD	0.7956557956510408
23344	SCFD1	AECOPD	0.1878990361035059
23345	SCFD1	StableCOPD	0.8913632738146008
23346	SCFD2	AECOPD	0.06877828759891769
23347	SCFD2	StableCOPD	0.33609155402892643
23348	SCG5	AECOPD	0.44291921734920425
23349	SCG5	StableCOPD	0.9006427225929063
23350	SCGB1B2P	AECOPD	0.29752724658588947
23351	SCGB1B2P	StableCOPD	0.7049870476057247
23352	SCGB1C1	AECOPD	0.4481825509443521
23353	SCGB1C1	StableCOPD	0.1875297300074935
23354	SCGB1C2	AECOPD	0.5101908188535349
23355	SCGB1C2	StableCOPD	0.5132992061361452
23356	SCGB3A1	AECOPD	0.9956695459334802
23357	SCGB3A1	StableCOPD	0.8092336711956618
23358	SCGB3A2	AECOPD	0.07773766015070571
23359	SCGB3A2	StableCOPD	0.7252978088752218
23360	SCIMP	AECOPD	0.04015196165320922
23361	SCIMP	StableCOPD	0.3463516300692481
23362	SCIN	AECOPD	0.7005379020539066
23363	SCLT1	AECOPD	0.03805425313545663
23364	SCLT1	StableCOPD	0.38723237803684607
23365	SCLY	AECOPD	0.31921097284543043
23366	SCLY	StableCOPD	0.2066606089218157
23367	SCMH1	AECOPD	0.5906318836457033
23368	SCMH1	StableCOPD	0.19594498152473572
23369	SCML1	AECOPD	0.45971003758789797
23370	SCML1	StableCOPD	0.9596465057805516
23371	SCML2	AECOPD	0.30265504935415
23372	SCML2	StableCOPD	0.4521256786617984
23373	SCML4	AECOPD	0.058855603696550074
23374	SCML4	StableCOPD	0.9709746713202931
23375	SCN1B	AECOPD	0.08711826127022859
23376	SCN1B	StableCOPD	0.5399895288343322
23377	SCN3A	AECOPD	0.38783734796911673
23378	SCN3A	StableCOPD	0.2723443884795591
23379	SCN8A	AECOPD	0.3439266254192166
23380	SCN8A	StableCOPD	0.809191288725681
23381	SCN9A	AECOPD	0.18040064433131464
23382	SCN9A	StableCOPD	0.13313500124160493
23383	SCNM1	AECOPD	0.626721015655591
23384	SCNM1	StableCOPD	0.4538686758792084
23385	SCNN1A	AECOPD	0.16333316286853639
23386	SCNN1A	StableCOPD	0.928546448764934
23387	SCNN1D	AECOPD	0.09832634809776297
23388	SCNN1D	StableCOPD	0.813120238088572
23389	SCO1	AECOPD	0.6166799467652849
23390	SCO1	StableCOPD	0.5662278709328196
23391	SCO2	AECOPD	0.008158704394032101
23392	SCO2	StableCOPD	0.0016166095186099794
23393	SCOC	AECOPD	0.6242402108686378
23394	SCOC	StableCOPD	0.4093483306351199
23395	SCOC-AS1	AECOPD	0.96729189449486
23396	SCOC-AS1	StableCOPD	0.46860542235856917
23397	SCP2	AECOPD	0.003486232557369129
23398	SCP2	StableCOPD	0.4859214990118037
23399	SCPEP1	AECOPD	0.0006316499983388679
23400	SCPEP1	StableCOPD	0.07452373410694912
23401	SCRG1	StableCOPD	0.48988470656734273
23402	SCRIB	AECOPD	0.0013475846385905266
23403	SCRIB	StableCOPD	0.03222293675466148
23404	SCRN1	AECOPD	0.4457896547450405
23405	SCRN1	StableCOPD	0.4333852253734385
23406	SCRN2	AECOPD	0.16753778617798576
23407	SCRN2	StableCOPD	0.7406751220594604
23408	SCRN3	AECOPD	0.0633789672656434
23409	SCRN3	StableCOPD	0.45124819247170056
23410	SCT	AECOPD	0.858674258426449
